UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
21102100,"Agricultural processing machinery and equipment","Machines et équipements pour l'exploitation agricole",L3,Goods,Biens,N3700,"Agricultural Machinery and Equipment","Machines Et Equipement Agricoles",2021-05-12
21102200,"Forestry machinery and equipment","Machines et équipements pour l'exploitation forestière",L3,Goods,Biens,N3700,"Agricultural Machinery and Equipment","Machines Et Equipement Agricoles",2021-05-12
21102300,"Greenhouse equipment","Équipements pour serres",L3,Goods,Biens,N3700,"Agricultural Machinery and Equipment","Machines Et Equipement Agricoles",2021-05-12
21102400,"Insect equipment","Équipements pour l'élevage d'insectes",L3,Goods,Biens,N3710,"Soil Preparation Equipment","Equipement pour la préparation du sol",2021-05-12
21102500,"Irrigation systems and equipment","Systèmes et matériel d'irrigation",L3,Goods,Biens,N3720,"Harvesting Equipment","Equipement de récolte",2021-05-12
21102600,"Agricultural protection materials","Matériaux de protection à usage agricole",L3,Goods,Biens,N3730,"Dairy, Poultry, and Livestock Equipment","Equipements de laiterie et d'élevage de volaille et de bétail",2021-05-12
21110000,"Fishing and aquaculture equipment","Équipements pour la pêche et l'aquaculture",L2,Goods,Biens,N2060,"Commercial Fishing Equipment","Equipement commercial de pêche",2021-05-12
21111500,"Commercial fishing equipment","Équipements pour la pêche industrielle",L3,Goods,Biens,N2060,"Commercial Fishing Equipment","Equipement commercial de pêche",2021-05-12
21111600,"Aquaculture equipment","Équipements d'aquaculture",L3,Goods,Biens,N2060,"Commercial Fishing Equipment","Equipement commercial de pêche",2021-05-12
22000000,"Building and Construction Machinery and Accessories","Engins et accessoires de chantier et de construction",L1,Goods,Biens,N3800,"Construction, Mining, Excavating, and Highway Maintenance Equipment","Equipements De Construction, De Mine, De Terrassement Et D'Entretien Des Routes",2021-05-12
22100000,"Heavy construction machinery and equipment","Engins et accessoires de construction lourde",L2,Goods,Biens,N3800,"Construction, Mining, Excavating, and Highway Maintenance Equipment","Equipements De Construction, De Mine, De Terrassement Et D'Entretien Des Routes",2021-05-12
22101500,"Earth moving machinery","Engins de terrassement",L3,Goods,Biens,N3800,"Construction, Mining, Excavating, and Highway Maintenance Equipment","Equipements De Construction, De Mine, De Terrassement Et D'Entretien Des Routes",2021-05-12
22101600,"Paving equipment","Équipements de pavage",L3,Goods,Biens,N3805,"Earth Moving and Excavating Equipment","Equipement de terrassement",2021-05-12
22101700,"Heavy equipment components","Composants d'engins lourds",L3,Goods,Biens,N3895,"Miscellaneous Construction Equipment","Equipement divers de construction",2021-05-12
22101800,"Aerial lifts","Ascenseurs aériens",L3,Goods,Biens,N3895,"Miscellaneous Construction Equipment","Equipement divers de construction",2021-05-12
22101900,"Building construction machinery and accessories","Machines et accessoires pour la construction de bâtiments",L3,Goods,Biens,N3895,"Miscellaneous Construction Equipment","Equipement divers de construction",2021-05-12
22102000,"Building demolition machinery and equipment","Machinerie et équipements de démolition",L3,Goods,Biens,N3895,"Miscellaneous Construction Equipment","Equipement divers de construction",2021-05-12
23000000,"Industrial Manufacturing and Processing Machinery and Accessories","Machines et accessoires pour la transformation et la fabrication industrielle",L1,Goods,Biens,N3600,"Special Industry Machinery","Machines Et Equipement Pour Industries Speciales",2021-05-12
23100000,"Raw materials processing machinery","Machines pour le traitement des matières premières",L2,Goods,Biens,N3200,"Woodworking Machinery and Equipment","Machines Et Equipement Pour Le Travail Du Bois",2021-05-12
23101500,"Machinery for working wood and stone and ceramic and the like","Machines pour le travail du bois, de la pierre, de la céramique et assimilés",L3,Goods,Biens,N3600,"Special Industry Machinery","Machines Et Equipement Pour Industries Speciales",2021-05-12
23110000,"Petroleum processing machinery","Machines de traitement du pétrole",L2,Goods,Biens,N3835,"Petroleum Production and Distribution Equipment","Equipements de production et de distribution de produits pétroliers",2021-05-12
23111500,"Petroleum distilling and processing machinery and equipment","Machines et équipements de traitement et de distillation du pétrole",L3,Goods,Biens,N3835,"Petroleum Production and Distribution Equipment","Equipements de production et de distribution de produits pétroliers",2021-05-12
23111600,"Hydrotreating machinery","Machines d'hydrotraitement",L3,Goods,Biens,N3835,"Petroleum Production and Distribution Equipment","Equipements de production et de distribution de produits pétroliers",2021-05-12
23120000,"Textile and fabric machinery and accessories","Machines et accessoires pour textile et tissu",L2,Goods,Biens,N3625,"Textile Industries Machinery","Machines des industries textiles",2021-05-12
23121500,"Textile processing machinery and accessories","Machines et accessoires de traitement du textile",L3,Goods,Biens,N3625,"Textile Industries Machinery","Machines des industries textiles",2021-05-12
23121600,"Textile working machinery and equipment and accessories","Machines, équipements et accessoires pour le travail du textile",L3,Goods,Biens,N3625,"Textile Industries Machinery","Machines des industries textiles",2021-05-12
23130000,"Lapidary machinery and equipment","Machines et équipements pour le travail de la pierre",L2,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23131500,"Grinding and sanding and polishing equipment and supplies","Équipements et fournitures de meulage, sablage et polissage",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23131600,"Faceting equipment and accessories","Équipements et accessoires de facettage",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23131700,"Cabbing equipment","Équipements de fixage au mouillé",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23140000,"Leatherworking repairing machinery and equipment","Machines et équipements de réparation et de travail du cuir",L2,Goods,Biens,N3645,"Leather Tanning and Leather Working Industries Machinery","Machines des industries du tannage et du travail du cuir",2021-05-12
23141600,"Leather preparing machinery and accessories","Machines et accessoires de préparation du cuir",L3,Goods,Biens,N3645,"Leather Tanning and Leather Working Industries Machinery","Machines des industries du tannage et du travail du cuir",2021-05-12
23141700,"Leather working and repairing machinery and accessories","Machines et accessoires de réparation et de travail du cuir",L3,Goods,Biens,N3645,"Leather Tanning and Leather Working Industries Machinery","Machines des industries du tannage et du travail du cuir",2021-05-12
23150000,"Industrial process machinery and equipment and supplies","Machines, équipements et fournitures de traitement industriel",L2,Goods,Biens,N3465,"Production Jigs, Fixtures, and Templates","Montages d'usinage, dispositifs de serrage permanents et gabarits",2021-05-12
23151500,"Rubber and plastic processing machinery and equipment and supplies","Machines, équipements et fournitures de traitement industriel du plastique et du caoutchouc",L3,Goods,Biens,N3540,"Wrapping and Packaging Machinery","Machines à emballer et à empaqueter",2021-05-12
23151600,"Cement and ceramics and glass industry machinery and equipment and supplies","Machines, équipements et fournitures de traitement industriel du verre, de la céramique et du ciment",L3,Goods,Biens,N3600,"Special Industry Machinery","Machines Et Equipement Pour Industries Speciales",2021-05-12
23151700,"Optical industry machinery and equipment and supplies","Machines, équipements et fournitures pour l'industrie de l'optique",L3,Goods,Biens,N3611,"Industrial Marking Machines","Machines industrielles de marquage",2021-05-12
23151800,"Pharmaceutical industry machinery and equipment and supplies","Machines, équipements et fournitures pour l'industrie pharmaceutique",L3,Goods,Biens,N3615,"Pulp and Paper Industries Machinery","Machines des industries du papier et des pâtes à papier",2021-05-12
23151900,"Paper making and paper processing machinery and equipment and supplies","Machines, équipements et fournitures pour la fabrication et la transformation du papier",L3,Goods,Biens,N3620,"Rubber and Plastics Working Machinery","Machines pour le travail du caoutchouc et des matières plastiques",2021-05-12
23152000,"Web handling and control machinery and equipment and supplies","Machines, équipements et fournitures pour le contrôle et la manutention de feuilles",L3,Goods,Biens,N3635,"Crystal and Glass Industries Machinery","Machines des industries du verre et du cristal",2021-05-12
23152100,"Separation machinery and equipment","Équipements et outillage de séparation",L3,Goods,Biens,N3650,"Chemical and Pharmaceutical Products Manufacturing Machinery","Machines à manufacturer les produits chimiques et pharmaceutiques",2021-05-12
23152200,"Manufacturing tables and stands","Tables et supports de fabrication",L3,Goods,Biens,N3693,"Industrial Assembly Machines","Machines industrielles d'assemblage",2021-05-12
23152900,"Packaging machinery","Machines d'emballage",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153000,"Holding and positioning and guiding systems and devices","Dispositifs et systèmes de serrage, de positionnement et de guidage",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153100,"Industrial machinery components and accessories","Composants et accessoires pour machinerie industrielle",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153200,Robotics,Robotique,L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153400,"Assembly machines","Machines de montage",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153500,"Paint systems","Systèmes de peinture",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23153600,"Part marking machines","Machines de marquage de pièces",L3,Goods,Biens,N5325,"Fastening Devices","Articles de fixation et attaches",2021-05-12
23153700,"Precision fastening or torque equipment","Équipement pour la fixation ou la torsion de précision",L3,Goods,Biens,N6650,"Optical Instruments, Test Equipment, Components and Accessories","Instruments d'optique, équipement d'essai, composants et accessoires",2021-05-12
23153800,"Coating systems","Systèmes de revêtement",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23160000,"Foundry machines and equipment and supplies","Machines, équipement et fournitures pour fonderies",L2,Goods,Biens,N3680,"Foundry Machinery, Related Equipment and Supplies","Machines de fonderie, équipement et fournitures connexes",2021-05-12
23161500,"Foundry machines and equipment","Machines et équipement pour fonderies",L3,Goods,Biens,N3680,"Foundry Machinery, Related Equipment and Supplies","Machines de fonderie, équipement et fournitures connexes",2021-05-12
23161600,"Foundry supplies","Fournitures pour fonderies",L3,Goods,Biens,N3680,"Foundry Machinery, Related Equipment and Supplies","Machines de fonderie, équipement et fournitures connexes",2021-05-12
23161700,"Foundry dies and tooling","Moules et outils de fonderie",L3,Goods,Biens,N3680,"Foundry Machinery, Related Equipment and Supplies","Machines de fonderie, équipement et fournitures connexes",2021-05-12
23180000,"Industrial food and beverage equipment","Équipements pour l'industrie des aliments et boissons",L2,Goods,Biens,N3605,"Food Products Machinery and Equipment","Machines et équipement pour l'alimentation",2021-05-12
23181500,"Food preparation machinery","Machines pour la préparation d'aliments",L3,Goods,Biens,N3605,"Food Products Machinery and Equipment","Machines et équipement pour l'alimentation",2021-05-12
23181600,"Food cutting machinery","Machines de découpe de denrées alimentaires",L3,Goods,Biens,N3605,"Food Products Machinery and Equipment","Machines et équipement pour l'alimentation",2021-05-12
23181700,"Food cooking and smoking machinery","Machines pour fumer ou cuire les aliments",L3,Goods,Biens,N3605,"Food Products Machinery and Equipment","Machines et équipement pour l'alimentation",2021-05-12
23181800,"Industrial beverage processing machinery","Machines industrielles de traitement de boissons",L3,Goods,Biens,N3605,"Food Products Machinery and Equipment","Machines et équipement pour l'alimentation",2021-05-12
23190000,"Mixers and their parts and accessories","Mélangeurs, pièces et accessoires",L2,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23191000,"Batch mixers","Mélangeurs à action discontinue",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23191100,"Continuous mixers","Mélangeurs à action continue",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23191200,"Mixer parts and accessories","Pièces et accessoires pour mélangeur",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
23200000,"Mass transfer equipment","Équipements de transfert de masse",L2,Goods,Biens,N3655,"Gas Generating and Dispensing Systems, Fixed or Mobile","Systèmes générateurs et distributeurs de gaz, fixes ou mobiles",2021-05-12
23201000,"Gas liquid contacting systems","Systèmes de contact gaz - liquide",L3,Goods,Biens,N3695,"Miscellaneous Special Industry Machinery","Machines diverses pour industries spéciales",2021-05-12
